0.000287, 0.472790
0.915731, 0.870471
0.878705, 0.801108
0.235027, 0.182528
0.531884, 0.284172
0.851486, 0.129688
0.048858, 0.478148
0.630694, 0.001206
0.938972, 0.118224
0.893856, 0.803960
0.117774, 0.606217
0.619023, 0.666569
0.671246, 0.788221
0.897213, 0.103854
0.163961, 0.725424
0.534031, 0.469781
0.506829, 0.411206
0.937426, 0.177006
0.650021, 0.637658
0.682208, 0.511146
0.616728, 0.464636
0.391939, 0.117895
0.643355, 0.994479
0.828845, 0.491128
0.441788, 0.405521
0.332347, 0.040100
0.849363, 0.447509
0.996862, 0.563867
0.382142, 0.852066
0.229478, 0.211072
0.457149, 0.361319
0.578139, 0.253191
0.299164, 0.327810
0.970967, 0.249397
0.797723, 0.088825
0.757338, 0.431134
0.829927, 0.568265
0.191339, 0.384560
0.814707, 0.809174
0.248237, 0.358951
0.514152, 0.390062
0.914581, 0.779216
0.347535, 0.928137
0.342556, 0.790634
0.733660, 0.122585
0.509227, 0.913949
0.227155, 0.041001
0.271284, 0.138928
0.464330, 0.602119
0.955929, 0.034541
0.184237, 0.457954
0.878509, 0.703846
0.840548, 0.728482
0.427541, 0.661740
0.569873, 0.291983
0.607744, 0.963683
0.532161, 0.584175
0.181695, 0.163520
0.888779, 0.109260
0.800758, 0.928535
0.933931, 0.116013
0.765878, 0.389852
0.145001, 0.142032
0.308901, 0.556313
0.167488, 0.379275
0.535011, 0.369964
0.000116, 0.064015
0.416936, 0.231258
0.895782, 0.344336
0.481528, 0.072115
0.743936, 0.328283
0.079361, 0.304957
0.950038, 0.265815
0.377953, 0.225850
0.077711, 0.067658
0.469245, 0.699860
0.769208, 0.614211
0.231977, 0.206774
0.709832, 0.557601
0.839550, 0.575292
0.651923, 0.570044
0.054040, 0.983816
0.764035, 0.241603
0.696960, 0.055974
0.820947, 0.080498
0.937406, 0.128990
0.000103, 0.319075
0.288212, 0.023033
0.300134, 0.478561
0.450740, 0.889666
0.847069, 0.895740
0.398923, 0.967523
0.603872, 0.664663
0.343191, 0.323335
0.248919, 0.696522
0.464915, 0.906436
0.239047, 0.850818
0.561965, 0.494870
0.322798, 0.340937
0.996047, 0.361220
0.019486, 0.867268
0.582406, 0.736296
0.829708, 0.180984
0.312543, 0.398794
0.192920, 0.031617
0.050572, 0.969057
0.457717, 0.701537
0.593818, 0.735065
0.380428, 0.580480
0.738316, 0.088776
0.917657, 0.483232
0.239805, 0.900942
0.328395, 0.663614
0.810862, 0.412525
0.851329, 0.727862
0.544788, 0.470849
0.472966, 0.900566
0.406884, 0.188590
0.552209, 0.346262
0.683727, 0.353750
0.316996, 0.499813
0.531084, 0.168734
0.498645, 0.608707
0.011084, 0.146652
0.619505, 0.940397
0.259269, 0.242967
0.699566, 0.357796
0.672156, 0.550630
0.397630, 0.216072
0.255930, 0.136807
0.852682, 0.783847
0.526899, 0.849340
0.741080, 0.641942
0.604323, 0.171051
0.315188, 0.762785
0.386259, 0.450033
0.439086, 0.223601
0.949040, 0.084034
0.886967, 0.756532
0.560999, 0.487072
0.419859, 0.588775
0.951094, 0.916400
0.406293, 0.275902
0.723026, 0.487947
0.002537, 0.481461
0.055496, 0.958365
0.158033, 0.905988
0.079220, 0.101794
0.961644, 0.818569
0.571328, 0.759485
0.094354, 0.894052
0.857763, 0.890402
0.404038, 0.309063
0.064327, 0.200918
0.867922, 0.299919
0.106967, 0.181741
0.458369, 0.635599
0.061962, 0.630193
0.677607, 0.708864
0.806601, 0.985965
0.777028, 0.198671
0.071008, 0.058473
0.926684, 0.507004
0.291717, 0.973938
0.850601, 0.423243
0.907631, 0.420323
0.693540, 0.719192
0.988986, 0.518243
0.134826, 0.627900
0.339959, 0.895974
0.014875, 0.409400
0.465517, 0.796699
0.990040, 0.456480
0.043165, 0.296090
0.981404, 0.643619
0.790189, 0.958380
0.433137, 0.872218
0.867043, 0.509031
0.646061, 0.015240
0.207482, 0.352126
0.702019, 0.714389
0.416088, 0.010621
0.744704, 0.732954
0.123799, 0.817562
0.632548, 0.817443
0.942072, 0.436414
0.229315, 0.271133
0.406300, 0.038611
0.848003, 0.692652
0.549122, 0.216459
0.613704, 0.582731
0.994226, 0.959513
0.761028, 0.772246
0.711300, 0.272562
0.131716, 0.874666
0.822729, 0.263335
0.388090, 0.216053
0.102682, 0.778059
0.707928, 0.945714
0.059200, 0.912995
0.976428, 0.280646
0.739930, 0.980075
0.740855, 0.086900
0.652097, 0.754768
0.443511, 0.250977
0.437378, 0.084292
0.698654, 0.544390
0.192272, 0.184310
0.628985, 0.934519
0.574606, 0.202217
0.527327, 0.544876
0.086801, 0.875168
0.359131, 0.717909
0.176517, 0.360943
0.871421, 0.883474
0.045311, 0.569799
0.323815, 0.186088
0.305920, 0.575418
0.107236, 0.074108
0.878809, 0.933083
0.765945, 0.303939
0.768601, 0.983209
0.188524, 0.062407
0.611009, 0.468342
0.983420, 0.160430
0.130909, 0.041770
0.304694, 0.501090
0.902161, 0.495851
0.643584, 0.275255
0.049827, 0.788203
0.351516, 0.587859
0.785378, 0.193859
0.910182, 0.467973
0.915555, 0.161530
0.214321, 0.465790
0.715466, 0.702098
0.382810, 0.289649
0.806586, 0.387452
0.863708, 0.186223
0.930249, 0.287806
0.848869, 0.016995
0.757285, 0.425620
0.263745, 0.234153
0.124402, 0.574239
0.848018, 0.209013
0.337966, 0.479396
0.092670, 0.616120
0.435775, 0.831683
0.049128, 0.826129
0.547472, 0.568124
0.276100, 0.510602
0.744220, 0.330977
0.439736, 0.911842
0.018251, 0.161890
0.332729, 0.480899
0.282926, 0.759524
0.327993, 0.836857
0.533934, 0.878791
0.532531, 0.250534
0.562240, 0.699807
0.157124, 0.105731
0.859418, 0.244702
0.867468, 0.041134
0.605997, 0.170405
0.132377, 0.726012
0.883435, 0.515535
0.834688, 0.472826
0.500351, 0.229510
0.660477, 0.139878
0.073640, 0.562015
0.032230, 0.027126
0.255099, 0.640941
0.601578, 0.718281
0.244183, 0.816934
0.567229, 0.072329
0.977514, 0.602659
0.333720, 0.817583
0.635787, 0.284926
0.276616, 0.451401
0.358667, 0.537785
0.629777, 0.398700
0.308331, 0.614727
0.760322, 0.632371
0.472261, 0.948113
0.346913, 0.208744
0.845923, 0.233945
0.226983, 0.421215
0.885954, 0.330129
0.928536, 0.525159
0.374479, 0.546322
0.152141, 0.237256
0.085191, 0.153522
0.718748, 0.462365
0.891806, 0.191499
0.748948, 0.951048
0.209532, 0.902205
0.089302, 0.840897
0.910172, 0.367286
0.251368, 0.284767
0.101478, 0.177825
0.379050, 0.619049
0.411392, 0.214425
0.009883, 0.775107
0.667798, 0.865783
0.645902, 0.887008
0.114400, 0.263855
0.399694, 0.298662
0.553362, 0.363749
0.231276, 0.423501
0.055331, 0.946477
0.541421, 0.159825
0.127465, 0.872674
0.137050, 0.814933
0.480097, 0.165424
0.834315, 0.741174
0.782656, 0.750311
0.215017, 0.137028
0.049468, 0.930822
0.301951, 0.716363
0.546068, 0.927226
0.168838, 0.198969
0.356645, 0.057057
0.750438, 0.825514
0.003242, 0.385317
0.368496, 0.350039
0.757343, 0.922541
0.739120, 0.213108
0.534462, 0.698827
0.477245, 0.848761
0.512368, 0.291978
0.363777, 0.328372
0.863574, 0.637862
0.891069, 0.794542
0.242693, 0.201129
0.852332, 0.388173
0.919322, 0.834404
0.990630, 0.621809
0.697039, 0.904078
0.973052, 0.402409
0.009173, 0.510829
0.205725, 0.156651
0.831950, 0.882996
0.255251, 0.761898
0.305645, 0.270922
0.892236, 0.235961
0.204373, 0.920410
0.022493, 0.388768
0.645134, 0.953392
0.021585, 0.889077
0.676738, 0.233965
0.238297, 0.449350
0.639245, 0.547887
0.682688, 0.081920
0.434532, 0.673692
0.164337, 0.629566
0.098620, 0.173513
0.396405, 0.023635
0.316381, 0.981773
0.831148, 0.972822
0.769261, 0.119843
0.242496, 0.035737
0.456624, 0.114806
0.321328, 0.280396
0.381365, 0.950442
0.799072, 0.983742
0.240396, 0.628572
0.865241, 0.074333
0.010648, 0.668873
0.894550, 0.271317
0.571201, 0.125298
0.749220, 0.122829
0.752173, 0.947220
0.172105, 0.396915
0.450994, 0.763427
0.036269, 0.528129
0.706683, 0.417099
0.466624, 0.072917
0.872760, 0.829879
0.099271, 0.376912
0.279420, 0.023176
0.994158, 0.907274
0.025585, 0.374819
0.966685, 0.953184
0.791463, 0.439182
0.353876, 0.647644
0.812244, 0.908922
0.480751, 0.513669
0.403550, 0.546429
0.342517, 0.988038
0.679271, 0.163140
0.268197, 0.625697
0.352407, 0.974823
0.581344, 0.937957
0.759542, 0.910965
0.523436, 0.067599
0.499578, 0.706385
0.955599, 0.754031
0.327350, 0.853198
0.604274, 0.291594
0.192752, 0.741261
